Drug Name,Temperature (oC),Concentration (mM),% Transmittance,Difference from Control
Isoniazid,30,10,123.5947433,-33.71399769
Isoniazid,31,10,120.6887159,-31.56362213
Isoniazid,32,10,119.1242008,-30.88396364
Isoniazid,33,10,117.8510166,-29.67848039
Isoniazid,34,10,117.2195366,-28.84374161
Isoniazid,35,10,117.1296018,-28.48206617
Isoniazid,36,10,116.6809617,-28.10143951
Isoniazid,37,10,116.8602111,-29.09279089
Isoniazid,38,10,116.9499391,-29.71977959
Isoniazid,39,10,116.770552,-29.00313178
Isoniazid,40,10,116.5019872,-29.60594429
